Entidad,Fecha,Cuota_%,IHH,Morosidad_%,IPC_Nivel,TPM_Porcentaje,TBP_Porcentaje,TAN_Porcentaje,Credito_Sistema_Financiero,Tipo_Cambio_Compra,Tipo_Cambio_Venta
BANCO BAC SANJOSE,2011-07-31,8.955665534685368,1086.0873297405599,4.30581266716445,80.64548028,5.0,7.25,17.65,9041314.01935983,499.72,510.88
BANCO BAC SANJOSE,2011-08-31,8.817739244361993,1086.452435117229,4.41474376444142,80.85236513,5.0,7.25,17.84,9197152.18078423,505.91,516.77
BANCO BAC SANJOSE,2011-09-30,8.800319741591817,1092.7073434578197,4.196677203143897,80.72600411,5.0,7.75,17.91,9356327.57211234,508.36,519.87
BANCO BAC SANJOSE,2011-10-31,8.777382577472247,1092.2595780274696,4.163882326134375,80.91713243,5.0,8.0,17.86,9496315.08828697,509.78,521.11
BANCO BAC SANJOSE,2011-11-30,8.851839391363574,1096.4472145387726,3.973873547595936,81.16004779,5.0,8.0,17.79,9601408.91589881,501.0,512.1
BANCO BAC SANJOSE,2011-12-31,8.97217669362185,1098.0715407838684,3.758216122093636,81.90341174,5.0,8.0,17.88,9687953.85234099,505.35,518.33
BANCO BAC SANJOSE,2012-01-31,8.906501248491901,1103.5050324720503,3.7684944966154785,82.04658975,5.0,8.75,18.25,9711931.10148251,503.68,514.91
BANCO BAC SANJOSE,2012-02-29,8.804043843168678,1107.1990462968643,3.7522328199595645,82.27743102,5.0,9.0,18.68,9821759.40025675,505.66,516.94
BANCO BAC SANJOSE,2012-03-31,8.938537625503413,1095.337345046827,3.381432345932367,82.60731132,5.0,9.25,18.77,9938450.25381363,502.58,513.58
BANCO BAC SANJOSE,2012-04-30,8.968122765056288,1092.8537014722097,3.2753539983964464,83.13127394,5.0,9.5,19.18,10002922.8094165,498.54,509.59
BANCO BAC SANJOSE,2012-05-31,8.896170389568582,1087.6055837048798,3.3651084346611557,83.95230348,5.0,10.0,19.7,10085587.6711689,496.17,507.3
BANCO BAC SANJOSE,2012-06-30,8.971623627248034,1091.0043736664275,3.277023149814072,84.08400002,5.0,9.75,19.59,10178484.6496223,492.57,503.85
BANCO BAC SANJOSE,2012-07-31,8.994143349942467,1086.3701377081638,3.3341491275639163,83.82988454,5.0,10.25,19.94,10301080.9220688,495.11,505.98
BANCO BAC SANJOSE,2012-08-31,9.12276057361765,1080.3209260621852,3.081960335380975,84.27312287,5.0,10.5,20.17,10420035.158213,492.65,503.22
BANCO BAC SANJOSE,2012-09-30,9.130535919420318,1079.6756899747168,3.111316450025798,84.33147392,5.0,10.5,20.42,10512038.148269,492.42,503.31
BANCO BAC SANJOSE,2012-10-31,9.22671723897875,1077.1663219428883,3.15240535983651,84.70730963,5.0,10.25,20.68,10635943.8659697,492.46,503.24
BANCO BAC SANJOSE,2012-11-30,9.444195399175841,1070.0821758930283,3.099505484067309,85.39365319,5.0,9.5,20.68831001,10786084.4393122,492.81,503.17
BANCO BAC SANJOSE,2012-12-31,9.688169686117492,1073.481558330286,3.1499467003335746,85.63045146,5.0,9.2,20.4777929,11046826.9216767,502.07,514.32
BANCO BAC SANJOSE,2013-01-31,9.814087578900455,1074.2712590674694,3.0079471646112217,86.75335864,5.0,8.3,20.14050268,11039056.0218797,496.32,507.0
BANCO BAC SANJOSE,2013-02-28,9.747431227642968,1078.1404019580227,2.9586537621929048,87.63845178,5.0,7.35,19.15009624,11077684.5011369,495.73,506.84
BANCO BAC SANJOSE,2013-03-31,9.64563678364358,1074.354333307699,3.153125251255155,87.73381988,5.0,6.95,18.77889747,11124545.0904824,492.72,504.65
